article_id,language,issue_ids,continent,countries_involved,tag_status,tag_upgrade_reason,llm_review_needed,source_type,source_name,source_url,source_orientation,outlet_bias,country,title,link,llm_label,llm_evidence_quote,author_or_org,key_argument,forecast,forecast_horizon,evidence_basis,stance_toward,human_label,correction_note,reviewed_at,collected_at
5a3da82a,en,[],,[],unclassified,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,OpenAI boss says world 'right to be afraid' but 'should trust' AI firms,https://www.bbc.co.uk/news/articles/cqx2zpj4y525o?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.761827+00:00
7413b97f,en,['Trump_Economy'],북미,['USA'],matched,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,Why is Donald Trump so opposed to regulating AI?,https://www.bbc.co.uk/news/videos/cmvgyp7n98zvo?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.763959+00:00
a3d6ca21,en,['US_Canada_Trade'],북미,"['USA', 'Canada']",matched,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,Five takeaways from Canada's push to woo the world's richest investors,https://www.bbc.co.uk/news/articles/cmq8jdgel128o?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.765065+00:00
cdd8b0ad,en,['Venezuela_Crisis'],남미,"['USA', 'Venezuela']",matched,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,Maduro ally pleads guilty in $195m money laundering case in US court,https://www.bbc.co.uk/news/articles/cx5yl2980pzmo?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.766060+00:00
5bd890e5,en,[],,['USA'],unclassified,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,Magazine that was 132 years overdue returned to US library,https://www.bbc.co.uk/news/articles/cmn0jk2z760eo?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.770064+00:00
8e495103,en,[],,['USA'],unclassified,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,Pennsylvania officials report fourth measles-associated death in 'surge' of cases,https://www.bbc.co.uk/news/articles/c8zxz31pdn46o?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.770958+00:00
7b4f2508,en,['Trump_Economy'],북미,"['USA', 'Iran']",matched,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,"Iran war has led to US munitions shortfalls, Pentagon inspector confirms",https://www.bbc.co.uk/news/articles/c9gk58xgng0vo?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.772054+00:00
fd5077f3,en,[],,[],unclassified,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,Trump criticises Supreme Court after justices block mail-in ballot restrictions,https://www.bbc.co.uk/news/articles/c5yjpdy4gjlo?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.776051+00:00
3b8130d6,en,[],,[],unclassified,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,Trump says Kennedy Center to close as court rules his name must stay off building,https://www.bbc.co.uk/news/articles/c6y8zp3kv0x3o?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.776953+00:00
15be8182,en,[],,['USA'],unclassified,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,What weapon could the US have put into space?,https://www.bbc.co.uk/news/articles/cmy4zqgk97wlo?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.779578+00:00
45c715e4,en,[],,['USA'],unclassified,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,Warning of space arms race as US confirms weapons in Earth's orbit,https://www.bbc.co.uk/news/videos/cmn07yjqg5rwo?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.780692+00:00
7455952e,en,[],,['USA'],unclassified,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,Watch: What the munitions shortage means for the US,https://www.bbc.co.uk/news/videos/cmx2zw7dn1epo?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.783699+00:00
aab6364e,en,[],,[],unclassified,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,"Nick Reiner will not face death penalty if convicted of killing parents, prosecutors say",https://www.bbc.co.uk/news/articles/c6zxz18wlg4yo?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.785560+00:00
a5d56341,en,['Trump_Economy'],북미,['USA'],matched,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,Trump says AI safety fears a 'hoax' as he rejects calls for greater safeguards,https://www.bbc.co.uk/news/articles/cw980n0nd0qjo?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.788578+00:00
82dbf4fb,en,['Trump_Economy'],북미,['USA'],matched,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,AI regulation faces political deadlock as calls grow for US Congress to act,https://www.bbc.co.uk/news/articles/ck20989806e9o?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.790578+00:00
d101c40e,en,['Trump_Economy'],북미,"['USA', 'Canada']",matched,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,'Maybe they'll shoot you' - Carney recalls Trump's gift of White House key,https://www.bbc.co.uk/news/videos/cwkgvkr1rz66o?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.791800+00:00
5116dab7,en,[],,"['USA', 'China']",unclassified,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,Watch: Sanders calls for US and China to work together in banning AI superintelligence,https://www.bbc.co.uk/news/videos/c9e8erg0vk64o?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.795460+00:00
c85d4486,en,[],,['USA'],unclassified,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,‘Great’ or ‘alarming’ - Should AI be reined in?,https://www.bbc.co.uk/news/videos/cmdx5wdl7z0lo?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.801492+00:00
a679211b,en,[],,[],unclassified,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,Superstars and broken records: 2026 Emmy highlights,https://www.bbc.co.uk/news/videos/c6j9xym8zjy3o?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.807851+00:00
8ecb59fa,en,[],,['USA'],unclassified,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,"Watch: Selena Gomez, Zendaya and other stars light up Emmys red carpet",https://www.bbc.co.uk/news/videos/crlyjxjv69v6o?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.808844+00:00
5ef668f6,en,[],,[],unclassified,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,Home Alone and Schitt's Creek stars pay tribute to on-screen 'mom' O'Hara,https://www.bbc.co.uk/news/articles/cqkgvkn6yyxyo?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.812862+00:00
3d609b76,en,[],,[],unclassified,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,Emmys 2026: The winners and nominees in full,https://www.bbc.co.uk/news/articles/ce8l9pnkn62o?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.813858+00:00
0571a8b2,en,[],,[],unclassified,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,Memorable moments from the Emmys and everything you couldn't see on TV,https://www.bbc.co.uk/news/articles/cq9v9j2rxpxxo?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.816743+00:00
2545baa1,en,[],,['USA'],unclassified,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,In pictures: Stars on red carpet at Emmy Awards in LA,https://www.bbc.co.uk/news/articles/c98r632g6p76o?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.817737+00:00
5ebfd73d,en,[],,[],unclassified,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,"I got paid $5,000 to move to a place I'd never heard of",https://www.bbc.co.uk/news/articles/c3eq7485kewo?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.822748+00:00
1d390da0,en,[],,[],unclassified,,False,news,feeds.bbci.co.uk,feeds.bbci.co.uk,,center,,"Why are there concerns AI could threaten humanity, and how real are they?",https://www.bbc.co.uk/news/articles/c790xvnzgnno?at_medium=RSS&at_campaign=rss,,,,,,,,,,,,2026-09-16T02:00:00.823774+00:00
f4e40bba,en,[],,"['Russia', 'North Korea']",ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Russia Resumes Postal Service to North Korea After 6 Years,https://www.themoscowtimes.com/2026/09/15/russia-resumes-postal-service-to-north-korea-after-6-years-a93717,,,,,,,,,,,,2026-09-16T02:00:00.824895+00:00
6e9ec13d,en,['Ukraine_War'],유럽,['Ukraine'],matched,,False,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,MFA Repeats Warning for Foreign Embassies in Kyiv to Evacuate After Train Strike Near Poland,https://www.themoscowtimes.com/2026/09/15/mfa-repeats-warning-for-foreign-embassies-in-kyiv-to-evacuate-after-train-strike-near-poland-a93715,,,,,,,,,,,,2026-09-16T02:00:00.829990+00:00
fccb440a,en,[],,['Russia'],ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Culinary Historian Pavel Syutkin Sentenced to 6 Years in Prison Over Bucha Posts,https://www.themoscowtimes.com/2026/09/15/culinary-historian-pavel-syutkin-sentenced-to-6-years-in-prison-over-bucha-posts-a93712,,,,,,,,,,,,2026-09-16T02:00:00.834082+00:00
371eee5e,en,['Trump_Economy'],북미,['USA'],matched,,False,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,U.S. Seeks Release of Belarusian Funds as Trump Envoy Meets Lukashenko in Minsk,https://www.themoscowtimes.com/2026/09/15/us-seeks-release-of-belarusian-funds-as-trump-envoy-meets-lukashenko-in-minsk-a93711,,,,,,,,,,,,2026-09-16T02:00:00.839210+00:00
d3bac920,en,['Ukraine_War'],유럽,"['Ukraine', 'Russia']",matched,,False,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,World Taekwondo Lifts Ban on Hosting Competitions in Russia,https://www.themoscowtimes.com/2026/09/15/world-taekwondo-lifts-ban-on-hosting-competitions-in-russia-a93710,,,,,,,,,,,,2026-09-16T02:00:00.843295+00:00
dbc64923,en,['Ukraine_War'],유럽,['Russia'],matched,,False,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Denmark Summons Russian Ambassador After Frigate Fires Flares Toward Military Helicopter,https://www.themoscowtimes.com/2026/09/15/denmark-summons-russian-ambassador-after-frigate-fires-flares-toward-military-helicopter-a93709,,,,,,,,,,,,2026-09-16T02:00:00.846359+00:00
2f256515,en,['Ukraine_War'],유럽,"['Ukraine', 'Russia']",matched,,False,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,"Ukrainian Attack Kills One in Belgorod, Hits Commercial and Industrial Sites Across Russia",https://www.themoscowtimes.com/2026/09/15/ukrainian-attack-kills-one-in-belgorod-hits-commercial-and-industrial-sites-across-russia-a93708,,,,,,,,,,,,2026-09-16T02:00:00.852303+00:00
dbd1acd0,en,['Trump_Economy'],북미,"['USA', 'Ukraine', 'Russia']",matched,,False,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,"Ukraine Wants Specifics From Partners on Halting Strikes, Zelensky Says",https://www.themoscowtimes.com/2026/09/14/ukraine-wants-specifics-from-partners-on-halting-strikes-zelensky-says-a93707,,,,,,,,,,,,2026-09-16T02:00:00.852303+00:00
3ab3ca13,en,[],,"['USA', 'Russia']",ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Russian Convoy Resupplies Syrian Coastal Facilities for First Time Since Moscow-Damascus Deal,https://www.themoscowtimes.com/2026/09/14/russian-convoy-resupplies-syrian-coastal-facilities-for-first-time-since-moscow-damascus-deal-a93706,,,,,,,,,,,,2026-09-16T02:00:00.854894+00:00
c9e90f1c,en,[],,['Russia'],ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Kremlin-Linked Businessman Helped Pay for Donald Trump Jr.’s Wedding – ProPublica,https://www.themoscowtimes.com/2026/09/14/kremlin-linked-businessman-helped-pay-for-donald-trump-jrs-wedding-propublica-a93703,,,,,,,,,,,,2026-09-16T02:00:00.854894+00:00
6b7af01c,en,[],,['Russia'],ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Rublev’s ‘Trinity’ Icon Removed From Display After Climate Control Failure – RBC,https://www.themoscowtimes.com/2026/09/14/rublevs-trinity-icon-removed-from-display-after-climate-control-failure-rbc-a93702,,,,,,,,,,,,2026-09-16T02:00:00.858690+00:00
55cf8263,en,[],,[],unclassified,,False,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Exiled Rapper Noize MC Charged With ‘Justifying’ Terrorism,https://www.themoscowtimes.com/2026/09/14/exiled-rapper-noize-mc-charged-with-justifying-terrorism-a93700,,,,,,,,,,,,2026-09-16T02:00:00.862565+00:00
88dd38c4,en,[],,"['Ukraine', 'Russia']",ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Ukrainian Drone Strike in Sochi Wounds 5,https://www.themoscowtimes.com/2026/09/14/ukrainian-drone-strike-in-sochi-wounds-5-a93699,,,,,,,,,,,,2026-09-16T02:00:00.868560+00:00
b0f63f72,en,[],,"['Russia', 'Iran']",ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Russia Suspends Natural Gas Exports to Armenia for Repair Work,https://www.themoscowtimes.com/2026/09/14/russia-suspends-natural-gas-exports-to-armenia-for-repair-work-a93698,,,,,,,,,,,,2026-09-16T02:00:00.870020+00:00
65dc6f2b,en,[],,['Russia'],ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Russian Athletes Appeal for End to World Athletics Ban,https://www.themoscowtimes.com/2026/09/13/russian-athletes-appeal-for-end-to-world-athletics-ban-a93697,,,,,,,,,,,,2026-09-16T02:00:00.875032+00:00
e12394a5,en,[],,"['Ukraine', 'Russia']",ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Trump Tells Ukraine's Zelensky to Stop Hitting Russian Diesel,https://www.themoscowtimes.com/2026/09/13/trump-tells-ukraines-zelensky-to-stop-hitting-russian-diesel-a93696,,,,,,,,,,,,2026-09-16T02:00:00.876913+00:00
3d697b53,en,['Ukraine_War'],유럽,"['Ukraine', 'Russia']",matched,,False,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,"Rosatom’s Likhachev Says Ukraine Attacked Fuel Trucks, Endangered Zaporizhzhia Plant",https://www.themoscowtimes.com/2026/09/13/rosatoms-likhachev-says-ukraine-attacked-fuel-trucks-endangered-zaporizhzhia-plant-a93695,,,,,,,,,,,,2026-09-16T02:00:00.884541+00:00
49f9f3c4,en,[],,"['Ukraine', 'Russia']",ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,"Russian Attacks Kill 9, Injure Dozens in Ukraine as Moscow Says It Hit Ships, Plants",https://www.themoscowtimes.com/2026/09/13/russian-attacks-kill-6-injure-dozens-in-ukraine-as-moscow-says-it-hit-ships-plants-a93694,,,,,,,,,,,,2026-09-16T02:00:00.887792+00:00
76a17221,en,['Trump_Economy'],북미,"['USA', 'Ukraine', 'Russia']",matched,,False,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,"Kremlin Says No Decision Yet on Putin's G20 Visit, Dismisses Zelensky's Meeting Proposal",https://www.themoscowtimes.com/2026/09/12/kremlin-says-no-decision-yet-on-putins-g20-visit-dismisses-zelenskys-meeting-proposal-a93693,,,,,,,,,,,,2026-09-16T02:00:00.892433+00:00
33122394,en,[],,"['USA', 'Russia']",ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,"Russian Official to Attend G20 Energy Meeting in Houston Next Week, White House Official Says",https://www.themoscowtimes.com/2026/09/11/russian-official-to-attend-g20-energy-meeting-in-houston-next-week-white-house-official-says-a93692,,,,,,,,,,,,2026-09-16T02:00:00.897437+00:00
3ffbdc91,en,[],,[],unclassified,,False,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Siberia’s Irkutsk Region Offers Military Recruiters Record $18K Commission for Enlisting Foreigners,https://www.themoscowtimes.com/2026/09/11/siberias-irkutsk-region-offers-military-recruiters-record-18k-commission-for-enlisting-foreigners-a93691,,,,,,,,,,,,2026-09-16T02:00:00.903900+00:00
5460fd2b,en,[],,['USA'],ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,‘A Prison of Survival’: Nobel Peace Prize Laureate Ales Bialiatski on Life Behind Bars in Belarus,https://www.themoscowtimes.com/2026/09/11/a-prison-of-survival-nobel-peace-prize-laureate-ales-bialiatski-on-life-behind-bars-in-belarus-a93690,,,,,,,,,,,,2026-09-16T02:00:00.905901+00:00
5db35799,en,[],,[],unclassified,,False,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Yabloko List Candidates Disqualified in Tomsk Regional Elections,https://www.themoscowtimes.com/2026/09/11/yabloko-list-candidates-disqualified-in-tomsk-regional-elections-a93689,,,,,,,,,,,,2026-09-16T02:00:00.911650+00:00
bdd62169,en,[],,"['Russia', 'India']",ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Putin Meets Modi as India Hosts BRICS Summit,https://www.themoscowtimes.com/2026/09/11/putin-meets-modi-as-india-hosts-brics-summit-a93686,,,,,,,,,,,,2026-09-16T02:00:00.913665+00:00
cc5461f2,en,[],,"['Ukraine', 'Russia']",ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Russian Central Bank Holds Key Rate at 14%,https://www.themoscowtimes.com/2026/09/11/russian-central-bank-holds-key-rate-at-14-a93688,,,,,,,,,,,,2026-09-16T02:00:00.914792+00:00
7acf438c,en,[],,['Russia'],ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Russia Launches First 5G Networks After Years of Delays,https://www.themoscowtimes.com/2026/09/11/russia-launches-first-5g-networks-after-years-of-delays-a93685,,,,,,,,,,,,2026-09-16T02:00:00.916561+00:00
fd565db4,en,['Ukraine_War'],유럽,"['Ukraine', 'Russia']",matched,,False,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Ukrainian Drone Barrage Sets Ozon Warehouse in Saratov Ablaze,https://www.themoscowtimes.com/2026/09/11/ukrainian-drone-barrage-sets-ozon-warehouse-in-saratov-ablaze-a93684,,,,,,,,,,,,2026-09-16T02:00:00.922695+00:00
9d7ef281,en,[],,"['USA', 'Russia']",ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,U.S. Extradites 3 Russians Accused of Cybercrime Since June,https://www.themoscowtimes.com/2026/09/10/us-extradites-3-russians-accused-of-cybercrime-since-june-a93681,,,,,,,,,,,,2026-09-16T02:00:00.923695+00:00
16c7daec,en,[],,"['USA', 'China']",ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Skater Kamila Valieva Loses Neutral Status,https://www.themoscowtimes.com/2026/09/10/skater-kamila-valieva-loses-neutral-status-a93682,,,,,,,,,,,,2026-09-16T02:00:00.924686+00:00
ad2e6878,en,[],,[],unclassified,,False,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Former Rosnano Executive Jailed 9 Years for Embezzlement,https://www.themoscowtimes.com/2026/09/10/former-rosnano-executive-jailed-9-years-for-embezzlement-a93680,,,,,,,,,,,,2026-09-16T02:00:00.927666+00:00
91067185,en,[],,"['USA', 'Russia']",ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Regions Calling: Russia’s Indigenous Activists Assemble in Berlin,https://www.themoscowtimes.com/2026/09/10/regions-calling-russias-indigenous-activists-assemble-in-berlin-a93676,,,,,,,,,,,,2026-09-16T02:00:00.930412+00:00
